0.00000000e+00	1.00000000e+00	
6.00006000e-03	1.00015000e+00	
1.20001200e-02	1.00030000e+00	
1.80001800e-02	1.00045000e+00	
2.40002400e-02	1.00060001e+00	
3.00003000e-02	1.00075001e+00	
3.60003600e-02	1.00090001e+00	
4.20004200e-02	1.00105001e+00	
4.80004800e-02	1.00120001e+00	
5.40005400e-02	1.00135001e+00	
6.00006000e-02	1.00150002e+00	
6.60006600e-02	1.00165002e+00	
7.20007200e-02	1.00180002e+00	
7.80007800e-02	1.00195002e+00	
8.40008400e-02	1.00210002e+00	
9.00009000e-02	1.00225002e+00	
9.60009600e-02	1.00240002e+00	
1.02001020e-01	1.00255003e+00	
1.08001080e-01	1.00270003e+00	
1.14001140e-01	1.00285003e+00	
1.20001200e-01	1.00300003e+00	
1.26001260e-01	1.00315003e+00	
1.32001320e-01	1.00330003e+00	
1.38001380e-01	1.00345003e+00	
1.44001440e-01	1.00360004e+00	
1.50001500e-01	1.00375004e+00	
1.56001560e-01	1.00390004e+00	
1.62001620e-01	1.00405004e+00	
1.68001680e-01	1.00420004e+00	
1.74001740e-01	1.00435004e+00	
1.80001800e-01	1.00450005e+00	
1.86001860e-01	1.00465005e+00	
1.92001920e-01	1.00480005e+00	
1.98001980e-01	1.00495005e+00	
2.04002040e-01	1.00510005e+00	
2.10002100e-01	1.00525005e+00	
2.16002160e-01	1.00540005e+00	
2.22002220e-01	1.00555006e+00	
2.28002280e-01	1.00570006e+00	
2.34002340e-01	1.00585006e+00	
2.40002400e-01	1.00600006e+00	
2.46002460e-01	1.00615006e+00	
2.52002520e-01	1.00630006e+00	
2.58002580e-01	1.00645006e+00	
2.64002640e-01	1.00660007e+00	
2.70002700e-01	1.00675007e+00	
2.76002760e-01	1.00690007e+00	
2.82002820e-01	1.00705007e+00	
2.88002880e-01	1.00720007e+00	
2.94002940e-01	1.00735007e+00	
3.00003000e-01	1.00750008e+00	
3.06003060e-01	1.00765008e+00	
3.12003120e-01	1.00780008e+00	
3.18003180e-01	1.00795008e+00	
3.24003240e-01	1.00810008e+00	
3.30003300e-01	1.00825008e+00	
3.36003360e-01	1.00840008e+00	
3.42003420e-01	1.00855009e+00	
3.48003480e-01	1.00870009e+00	
3.54003540e-01	1.00885009e+00	
3.60003600e-01	1.00900009e+00	
3.66003660e-01	1.00915009e+00	
3.72003720e-01	1.00930009e+00	
3.78003780e-01	1.00945009e+00	
3.84003840e-01	1.00960010e+00	
3.90003900e-01	1.00975010e+00	
3.96003960e-01	1.00990010e+00	
4.02004020e-01	1.01005010e+00	
4.08004080e-01	1.01020010e+00	
4.14004140e-01	1.01035010e+00	
4.20004200e-01	1.01050011e+00	
4.26004260e-01	1.01065011e+00	
4.32004320e-01	1.01080011e+00	
4.38004380e-01	1.01095011e+00	
4.44004440e-01	1.01110011e+00	
4.50004500e-01	1.01125011e+00	
4.56004560e-01	1.01140011e+00	
4.62004620e-01	1.01155012e+00	
4.68004680e-01	1.01170012e+00	
4.74004740e-01	1.01185012e+00	
4.80004800e-01	1.01200012e+00	
4.86004860e-01	1.01215012e+00	
4.92004920e-01	1.01230012e+00	
4.98004980e-01	1.01245012e+00	
5.04005040e-01	1.01260013e+00	
5.10005100e-01	1.01275013e+00	
5.16005160e-01	1.01290013e+00	
5.22005220e-01	1.01305013e+00	
5.28005280e-01	1.01320013e+00	
5.34005340e-01	1.01335013e+00	
5.40005400e-01	1.01350014e+00	
5.46005460e-01	1.01365014e+00	
5.52005520e-01	1.01380014e+00	
5.58005580e-01	1.01395014e+00	
5.64005640e-01	1.01410014e+00	
5.70005700e-01	1.01425014e+00	
5.76005760e-01	1.01440014e+00	
5.82005820e-01	1.01455015e+00	
5.88005880e-01	1.01470015e+00	
5.94005940e-01	1.01485015e+00	
6.00006000e-01	1.01500015e+00	
6.06006060e-01	1.01515015e+00	
6.12006120e-01	1.01530015e+00	
6.18006180e-01	1.01545015e+00	
6.24006240e-01	1.01560016e+00	
6.30006300e-01	1.01575016e+00	
6.36006360e-01	1.01590016e+00	
6.42006420e-01	1.01605016e+00	
6.48006480e-01	1.01620016e+00	
6.54006540e-01	1.01635016e+00	
6.60006600e-01	1.01650017e+00	
6.66006660e-01	1.01665017e+00	
6.72006720e-01	1.01680017e+00	
6.78006780e-01	1.01695017e+00	
6.84006840e-01	1.01710017e+00	
6.90006900e-01	1.01725017e+00	
6.96006960e-01	1.01740017e+00	
7.02007020e-01	1.01755018e+00	
