0.00000000e+00	4.54992544e-06	7.96001136e+01	0.00000000e+00	1.00000000e-88	
1.17504621e-03	8.84674802e-04	7.95937875e+01	1.38101670e-03	9.99999951e-89	
2.35009243e-03	1.76990123e-03	7.95747961e+01	5.52274873e-03	9.99999803e-89	
3.52513864e-03	2.65390309e-03	7.95432013e+01	1.24212509e-02	9.99999557e-89	
4.70018485e-03	3.54025148e-03	7.94988673e+01	2.20699161e-02	9.99999211e-89	
5.87523106e-03	4.42539489e-03	7.94419689e+01	3.44595630e-02	9.99998767e-89	
7.05027728e-03	5.31087599e-03	7.93724531e+01	4.95783492e-02	9.99998225e-89	
8.22532349e-03	6.19692561e-03	7.92903175e+01	6.74118111e-02	9.99997583e-89	
9.40036970e-03	7.08090664e-03	7.91958780e+01	8.79432093e-02	9.99996844e-89	
1.05754159e-02	7.96822117e-03	7.90885778e+01	1.11152323e-01	9.99996004e-89	
1.17504621e-02	8.85332438e-03	7.89691158e+01	1.37017814e-01	9.99995067e-89	
1.29255083e-02	9.73697999e-03	7.88375239e+01	1.65515284e-01	9.99994033e-89	
1.41005546e-02	1.06242127e-02	7.86930752e+01	1.96615960e-01	9.99992896e-89	
1.52756008e-02	1.15066283e-02	7.85372311e+01	2.30293695e-01	9.99991667e-89	
1.64506470e-02	1.23933232e-02	7.83684727e+01	2.66512273e-01	9.99990333e-89	
1.76256932e-02	1.32812749e-02	7.81873451e+01	3.05238101e-01	9.99988898e-89	
1.88007394e-02	1.41647563e-02	7.79951680e+01	3.46439515e-01	9.99987372e-89	
1.99757856e-02	1.50510268e-02	7.77904914e+01	3.90071406e-01	9.99985743e-89	
2.11508318e-02	1.59386742e-02	7.75736573e+01	4.36092920e-01	9.99984012e-89	
2.23258780e-02	1.68227820e-02	7.73460136e+01	4.84467776e-01	9.99982189e-89	
2.35009243e-02	1.77097131e-02	7.71060474e+01	5.35140957e-01	9.99980262e-89	
2.46759705e-02	1.85978457e-02	7.68542338e+01	5.88066101e-01	9.99978232e-89	
2.58510167e-02	1.94816944e-02	7.65923090e+01	6.43206289e-01	9.99976114e-89	
2.70260629e-02	2.03681915e-02	7.63183763e+01	7.00494213e-01	9.99973891e-89	
2.82011091e-02	2.12532447e-02	7.60338073e+01	7.59886938e-01	9.99971573e-89	
2.93761553e-02	2.21396418e-02	7.57378445e+01	8.21320601e-01	9.99969153e-89	
3.05512015e-02	2.30268661e-02	7.54307604e+01	8.84738528e-01	9.99966632e-89	
3.17262477e-02	2.39158758e-02	7.51123239e+01	9.50076301e-01	9.99964006e-89	
3.29012940e-02	2.48027858e-02	7.47840805e+01	1.01729048e+00	9.99961287e-89	
3.40763402e-02	2.56897735e-02	7.44454178e+01	1.08630987e+00	9.99958469e-89	
3.52513864e-02	2.65758051e-02	7.40969023e+01	1.15707716e+00	9.99955556e-89	
3.64264326e-02	2.74614478e-02	7.37385007e+01	1.22952524e+00	9.99952545e-89	
3.76014788e-02	2.83508759e-02	7.33686326e+01	1.30355734e+00	9.99949422e-89	
3.87765250e-02	2.92370969e-02	7.29903675e+01	1.37915535e+00	9.99946211e-89	
3.99515712e-02	3.01254571e-02	7.26016180e+01	1.45620961e+00	9.99942893e-89	
4.11266175e-02	3.10152503e-02	7.22028157e+01	1.53465225e+00	9.99939471e-89	
4.23016637e-02	3.19001386e-02	7.17970377e+01	1.61447486e+00	9.99935969e-89	
4.34767099e-02	3.27908860e-02	7.13795225e+01	1.69549629e+00	9.99932344e-89	
4.46517561e-02	3.36762629e-02	7.09557144e+01	1.77776490e+00	9.99928642e-89	
4.58268023e-02	3.45672960e-02	7.05205267e+01	1.86107776e+00	9.99924817e-89	
4.70018485e-02	3.54537792e-02	7.00791213e+01	1.94548725e+00	9.99920913e-89	
4.81768947e-02	3.63456478e-02	6.96267434e+01	2.03078316e+00	9.99916885e-89	
4.93519409e-02	3.72330270e-02	6.91685873e+01	2.11703113e+00	9.99912779e-89	
