0.00000000e+00	1.00000000e+00	9.93327915e-01	-9.84829553e-03	9.81753455e-03	1.25512007e-08	
6.94444444e-03	1.00694444e+00	9.93358115e-01	-9.84859326e-03	9.77309611e-03	2.18553621e-02	
1.38888889e-02	1.01388889e+00	9.93322698e-01	-9.84823706e-03	9.82520974e-03	4.37330414e-02	
2.08333333e-02	1.02083333e+00	9.93352938e-01	-9.84852856e-03	9.78071383e-03	6.56351600e-02	
2.77777778e-02	1.02777778e+00	9.93326341e-01	-9.84825336e-03	9.81985072e-03	8.75669806e-02	
3.47222222e-02	1.03472222e+00	9.93356540e-01	-9.84853822e-03	9.77541390e-03	1.09531542e-01	
4.16666667e-02	1.04166667e+00	9.93321185e-01	-9.84817017e-03	9.82743637e-03	1.31532921e-01	
4.86111111e-02	1.04861111e+00	9.93351590e-01	-9.84845123e-03	9.78269827e-03	1.53573686e-01	
5.55555556e-02	1.05555556e+00	9.93324751e-01	-9.84816198e-03	9.82218965e-03	1.75659023e-01	
6.25000000e-02	1.06250000e+00	9.93354867e-01	-9.84843477e-03	9.77787569e-03	1.97791015e-01	
6.94444444e-02	1.06944444e+00	9.93319471e-01	-9.84805547e-03	9.82995910e-03	2.19974504e-01	
7.63888889e-02	1.07638889e+00	9.93349808e-01	-9.84832548e-03	9.78531959e-03	2.42211844e-01	
8.33333333e-02	1.08333333e+00	9.93323279e-01	-9.84802938e-03	9.82435500e-03	2.64507769e-01	
9.02777778e-02	1.09027778e+00	9.93353637e-01	-9.84829511e-03	9.77968516e-03	2.86864800e-01	
9.72222222e-02	1.09722222e+00	9.93318226e-01	-9.84790671e-03	9.83179025e-03	3.09287413e-01	
1.04166667e-01	1.10416667e+00	9.93348525e-01	-9.84816791e-03	9.78720808e-03	3.31777677e-01	
1.11111111e-01	1.11111111e+00	9.93321679e-01	-9.84786079e-03	9.82671041e-03	3.54340782e-01	
1.18055556e-01	1.11805556e+00	9.93352066e-01	-9.84811953e-03	9.78199753e-03	3.76978894e-01	
1.25000000e-01	1.12500000e+00	9.93316664e-01	-9.84772460e-03	9.83408916e-03	3.99696970e-01	
1.31944444e-01	1.13194444e+00	9.93347082e-01	-9.84798106e-03	9.78933140e-03	4.22497028e-01	
1.38888889e-01	1.13888889e+00	9.93320529e-01	-9.84767171e-03	9.82840222e-03	4.45383962e-01	
1.45833333e-01	1.14583333e+00	9.93350768e-01	-9.84792473e-03	9.78390782e-03	4.68360263e-01	
1.52777778e-01	1.15277778e+00	9.93315423e-01	-9.84752709e-03	9.83591574e-03	4.91430794e-01	
1.59722222e-01	1.15972222e+00	9.93345827e-01	-9.84778125e-03	9.79117822e-03	5.14597851e-01	
