0.00000000e+00	1.00000000e+00	9.73761824e-01	-3.25547826e+15	6.87501690e-03	-1.82921913e-09	
2.99401198e-03	1.00299401e+00	9.73771085e-01	-1.54777551e+16	6.87259053e-03	9.22971652e-03	
5.98802395e-03	1.00598802e+00	9.73760522e-01	-5.20165225e+15	6.87535818e-03	1.84631097e-02	
8.98203593e-03	1.00898204e+00	9.73769770e-01	-1.54785311e+16	6.87293509e-03	2.77003451e-02	
1.19760479e-02	1.01197605e+00	9.73761830e-01	-6.55088237e+15	6.87501557e-03	3.69418363e-02	
1.49700599e-02	1.01497006e+00	9.73771078e-01	-1.54777589e+16	6.87259221e-03	4.61877736e-02	
1.79640719e-02	1.01796407e+00	9.73760512e-01	-5.20165424e+15	6.87536081e-03	5.54386083e-02	
2.09580838e-02	1.02095808e+00	9.73769781e-01	-1.54785245e+16	6.87293217e-03	6.46944461e-02	
2.39520958e-02	1.02395210e+00	9.73761749e-01	-6.51073890e+15	6.87503658e-03	7.39557161e-02	
2.69461078e-02	1.02694611e+00	9.73771002e-01	-1.54778039e+16	6.87261219e-03	8.32226019e-02	
2.99401198e-02	1.02994012e+00	9.73760451e-01	-5.20166632e+15	6.87537677e-03	9.24955258e-02	
3.29341317e-02	1.03293413e+00	9.73769714e-01	-1.54785640e+16	6.87294971e-03	1.01774646e-01	
3.59281437e-02	1.03592814e+00	9.73761757e-01	-6.55090042e+15	6.87503451e-03	1.11060357e-01	
3.89221557e-02	1.03892216e+00	9.73771025e-01	-1.54777903e+16	6.87260615e-03	1.20352816e-01	
4.19161677e-02	1.04191617e+00	9.73760474e-01	-5.20166177e+15	6.87537076e-03	1.29652448e-01	
4.49101796e-02	1.04491018e+00	9.73769735e-01	-1.54785517e+16	6.87294423e-03	1.38959400e-01	
4.79041916e-02	1.04790419e+00	9.73755440e-01	-3.25627046e+15	6.87668988e-03	1.48274077e-01	
5.08982036e-02	1.05089820e+00	9.73770985e-01	-1.54778138e+16	6.87261662e-03	1.57596648e-01	
5.38922156e-02	1.05389222e+00	9.73760435e-01	-5.20166943e+15	6.87538089e-03	1.66927509e-01	
5.68862275e-02	1.05688623e+00	9.73769704e-01	-1.54785695e+16	6.87295214e-03	1.76266803e-01	
5.98802395e-02	1.05988024e+00	9.73761757e-01	-6.55090046e+15	6.87503455e-03	1.85614945e-01	
6.28742515e-02	1.06287425e+00	9.73771024e-01	-1.54777910e+16	6.87260646e-03	1.94972077e-01	
6.58682635e-02	1.06586826e+00	9.73760482e-01	-5.20166021e+15	6.87536870e-03	2.04338607e-01	
6.88622754e-02	1.06886228e+00	9.73769756e-01	-1.54785389e+16	6.87293856e-03	2.13714676e-01	
7.18562874e-02	1.07185629e+00	9.73761737e-01	-6.51074186e+15	6.87503970e-03	2.23100703e-01	
7.48502994e-02	1.07485030e+00	9.73771013e-01	-1.54777971e+16	6.87260920e-03	2.32496822e-01	
7.78443114e-02	1.07784431e+00	9.73760478e-01	-5.20166106e+15	6.87536981e-03	2.41903426e-01	
