0,1,1,-1.0738e-08,-2.3762e-11,-4.0653e-07
0.060547,1.0061,1,0.019706,4.3609e-05,0.74637
0.12109,1.0121,1,0.039131,0.00029329,1.4901
0.18164,1.0182,1,0.058278,0.00060788,2.2262
0.24219,1.0242,1,0.077152,0.0011222,2.9597
0.30273,1.0303,1,0.095757,0.0017149,3.6865
0.36328,1.0363,1,0.1141,0.002501,4.4108
0.42383,1.0424,1,0.13218,0.0033428,5.1279
0.48438,1.0484,1,0.15,0.004372,5.8425
0.54492,1.0545,1,0.16757,0.0054698,6.5506
0.60547,1.0605,1,0.1849,0.0067492,7.2563
0.66602,1.0666,1,0.20198,0.0080757,7.9551
0.72656,1.0727,1,0.21881,0.0095783,8.6516
0.78711,1.0787,1,0.23541,0.011141,9.3418
0.84766,1.0848,1,0.25178,0.012875,10.03
0.9082,1.0908,1,0.26792,0.014648,10.711
0.96875,1.0969,1,0.28382,0.016586,11.39
1.0293,1.1029,1,0.29951,0.018576,12.063
1.0898,1.109,1,0.31497,0.020727,12.734
1.1504,1.115,1,0.33022,0.022909,13.399
1.2109,1.1211,1,0.34525,0.025247,14.061
1.2715,1.1271,1,0.36007,0.02763,14.717
1.332,1.1332,1,0.37468,0.030164,15.372
1.3926,1.1393,1,0.38909,0.032723,16.02
1.4531,1.1453,1,0.40329,0.035428,16.666
1.5137,1.1514,1,0.4173,0.03817,17.307
1.5742,1.1574,1,0.43111,0.041055,17.946
1.6348,1.1635,1,0.44472,0.043958,18.578
1.6953,1.1695,1,0.45814,0.046998,19.209
1.7559,1.1756,1,0.47137,0.050071,19.834
1.8164,1.1816,1,0.48442,0.053276,20.457
1.877,1.1877,1,0.49728,0.056494,21.074
1.9375,1.1938,1,0.50996,0.059842,21.69
1.998,1.1998,1,0.52246,0.063215,22.3
2.0586,1.2059,1,0.53478,0.066713,22.908
2.1191,1.2119,1,0.54693,0.070219,23.511
2.1797,1.218,1,0.55891,0.073846,24.112
2.2402,1.224,1,0.57072,0.077493,24.707
2.3008,1.2301,1,0.58235,0.081258,25.301
2.3613,1.2361,1,0.59383,0.085026,25.889
2.4219,1.2422,1,0.60514,0.088908,26.476
2.4824,1.2482,1,0.61628,0.092804,27.057
2.543,1.2543,1,0.62727,0.096811,27.637
2.6035,1.2604,1,0.6381,0.10082,28.211
2.6641,1.2664,1,0.64877,0.10493,28.783
2.7246,1.2725,1,0.6593,0.10905,29.351
2.7852,1.2785,1,0.66966,0.11328,29.917
2.8457,1.2846,1,0.67988,0.1175,30.477
2.9063,1.2906,1,0.68995,0.12182,31.036
2.9668,1.2967,1,0.69988,0.12614,31.59
3.0273,1.3027,1,0.70966,0.13057,32.142
3.0879,1.3088,1,0.7193,0.13498,32.689
3.1484,1.3148,1,0.72879,0.13949,33.235
3.209,1.3209,1,0.73815,0.144,33.776
3.2695,1.327,1,0.74737,0.1486,34.315
3.3301,1.333,1,0.75645,0.15318,34.849
3.3906,1.3391,1,0.7654,0.15786,35.381
3.4512,1.3451,1,0.77422,0.16253,35.909
3.5117,1.3512,1,0.7829,0.16729,36.436
3.5723,1.3572,1,0.79146,0.17203,36.957
3.6328,1.3633,1,0.79989,0.17686,37.476
3.6934,1.3693,1,0.80819,0.18168,37.992
3.7539,1.3754,1,0.81636,0.18657,38.505
3.8145,1.3814,1,0.82441,0.19145,39.014
3.875,1.3875,1,0.83234,0.19641,39.521
3.9355,1.3936,1,0.84015,0.20136,40.024
3.9961,1.3996,1,0.84784,0.20638,40.525
4.0566,1.4057,1,0.85541,0.21138,41.022
4.1172,1.4117,1,0.86286,0.21645,41.516
4.1777,1.4178,1,0.8702,0.22151,42.007
4.2383,1.4238,1,0.87742,0.22664,42.496
4.2988,1.4299,1,0.88453,0.23174,42.98
4.3594,1.4359,1,0.89153,0.23691,43.463
4.4199,1.442,1,0.89842,0.24207,43.942
4.4805,1.448,1,0.9052,0.24729,44.419
4.541,1.4541,1,0.91187,0.25249,44.891
4.6016,1.4602,1,0.91843,0.25774,45.362
4.6621,1.4662,1,0.92489,0.26298,45.829
4.7227,1.4723,1,0.93125,0.26828,46.295
4.7832,1.4783,1,0.9375,0.27355,46.755
4.8438,1.4844,1,0.94365,0.27888,47.215
4.9043,1.4904,1,0.9497,0.28419,47.67
4.9648,1.4965,1,0.95564,0.28956,48.124
5.0254,1.5025,1,0.96149,0.29489,48.573
5.0859,1.5086,1,0.96724,0.30028,49.021
5.1465,1.5146,1,0.9729,0.30565,49.465
5.207,1.5207,1,0.97846,0.31107,49.908
5.2676,1.5268,1,0.98392,0.31645,50.346
5.3281,1.5328,1,0.98929,0.32189,50.783
5.3887,1.5389,1,0.99457,0.3273,51.215
5.4492,1.5449,1,0.99976,0.33276,51.647
5.5098,1.551,1,1.0049,0.33819,52.074
5.5703,1.557,1,1.0099,0.34366,52.5
5.6309,1.5631,1,1.0148,0.3491,52.921
5.6914,1.5691,1,1.0196,0.3546,53.342
5.752,1.5752,1,1.0244,0.36005,53.758
5.8125,1.5813,1,1.029,0.36555,54.173
5.873,1.5873,1,1.0336,0.37102,54.584
5.9336,1.5934,1,1.0381,0.37653,54.994
5.9941,1.5994,1,1.0425,0.382,55.399
6.0547,1.6055,1,1.0468,0.38752,55.803
6.1152,1.6115,1,1.0511,0.393,56.204
6.1758,1.6176,1,1.0552,0.39853,56.603
6.2363,1.6236,1,1.0593,0.40401,56.998
6.2969,1.6297,1,1.0633,0.40953,57.392
6.3574,1.6357,1,1.0672,0.41502,57.781
6.418,1.6418,1,1.0711,0.42054,58.17
6.4785,1.6479,1,1.0749,0.42602,58.555
6.5391,1.6539,1,1.0786,0.43154,58.938
6.5996,1.66,1,1.0822,0.43703,59.318
6.6602,1.666,1,1.0857,0.44255,59.697
6.7207,1.6721,1,1.0892,0.44802,60.071
6.7813,1.6781,1,1.0926,0.45353,60.444
6.8418,1.6842,1,1.0959,0.459,60.814
6.9023,1.6902,1,1.0992,0.46451,61.183
6.9629,1.6963,1,1.1024,0.46997,61.547
7.0234,1.7023,1,1.1055,0.47546,61.911
7.084,1.7084,1,1.1086,0.48091,62.27
7.1445,1.7145,1,1.1116,0.4864,62.629
7.2051,1.7205,1,1.1145,0.49183,62.984
7.2656,1.7266,1,1.1173,0.4973,63.337
7.3262,1.7326,1,1.1201,0.50273,63.687
7.3867,1.7387,1,1.1228,0.50818,64.036
7.4473,1.7447,1,1.1255,0.51359,64.382
7.5078,1.7508,1,1.1281,0.51902,64.726
7.5684,1.7568,1,1.1306,0.52442,65.066
7.6289,1.7629,1,1.1331,0.52984,65.406
7.6895,1.7689,1,1.1355,0.53521,65.741
7.75,1.775,1,1.1378,0.54061,66.076
7.8105,1.7811,1,1.1401,0.54596,66.407
7.8711,1.7871,1,1.1424,0.55134,66.737
7.9316,1.7932,1,1.1445,0.55667,67.064
7.9922,1.7992,1,1.1466,0.56203,67.389
8.0527,1.8053,1,1.1487,0.56734,67.711
8.1133,1.8113,1,1.1507,0.57267,68.032
8.1738,1.8174,1,1.1526,0.57795,68.349
8.2344,1.8234,1,1.1545,0.58326,68.666
8.2949,1.8295,1,1.1563,0.58852,68.979
8.3555,1.8355,1,1.1581,0.5938,69.291
8.416,1.8416,1,1.1598,0.59903,69.599
8.4766,1.8477,1,1.1615,0.60428,69.906
8.5371,1.8537,1,1.1631,0.60949,70.21
8.5977,1.8598,1,1.1646,0.61471,70.514
8.6582,1.8658,1,1.1661,0.61989,70.813
8.7188,1.8719,1,1.1676,0.62508,71.112
8.7793,1.8779,1,1.169,0.63023,71.407
8.8398,1.884,1,1.1704,0.63539,71.702
8.9004,1.89,1,1.1717,0.6405,71.993
8.9609,1.8961,1,1.1729,0.64563,72.283
9.0215,1.9021,1,1.1741,0.65072,72.57
9.082,1.9082,1,1.1753,0.65582,72.856
9.1426,1.9143,1,1.1764,0.66086,73.139
9.2031,1.9203,1,1.1774,0.66592,73.421
9.2637,1.9264,1,1.1785,0.67094,73.699
9.3242,1.9324,1,1.1794,0.67597,73.977
9.3848,1.9385,1,1.1804,0.68095,74.251
9.4453,1.9445,1,1.1812,0.68594,74.525
9.5059,1.9506,1,1.1821,0.69089,74.795
9.5664,1.9566,1,1.1829,0.69585,75.065
9.627,1.9627,1,1.1836,0.70075,75.331
9.6875,1.9688,1,1.1843,0.70567,75.597
9.748,1.9748,1,1.185,0.71054,75.859
9.8086,1.9809,1,1.1856,0.71543,76.121
9.8691,1.9869,1,1.1862,0.72026,76.379
9.9297,1.993,1,1.1867,0.7251,76.637
9.9902,1.999,1,1.1872,0.72989,76.892
10.051,2.0051,1,1.1876,0.7347,77.146
10.111,2.0111,1,1.1881,0.73945,77.396
10.172,2.0172,1,1.1884,0.74421,77.647
10.232,2.0232,1,1.1888,0.74893,77.894
10.293,2.0293,1,1.1891,0.75365,78.14
10.354,2.0354,1,1.1893,0.75832,78.383
10.414,2.0414,1,1.1896,0.763,78.626
10.475,2.0475,1,1.1897,0.76763,78.866
10.535,2.0535,1,1.1899,0.77228,79.105
10.596,2.0596,1,1.19,0.77686,79.34
10.656,2.0656,1,1.1901,0.78146,79.576
10.717,2.0717,1,1.1901,0.78601,79.808
10.777,2.0777,1,1.1901,0.79056,80.04
10.838,2.0838,1,1.1901,0.79506,80.268
10.898,2.0898,1,1.19,0.79957,80.496
10.959,2.0959,1,1.1899,0.80404,80.721
11.02,2.102,1,1.1898,0.80851,80.945
11.08,2.108,1,1.1896,0.81292,81.167
11.141,2.1141,1,1.1894,0.81734,81.387
11.201,2.1201,1,1.1892,0.82171,81.605
11.262,2.1262,1,1.1889,0.82609,81.823
11.322,2.1322,1,1.1886,0.83042,82.037
11.383,2.1383,1,1.1882,0.83475,82.251
11.443,2.1443,1,1.1879,0.83903,82.462
11.504,2.1504,1,1.1875,0.84332,82.673
11.564,2.1564,1,1.1871,0.84756,82.88
11.625,2.1625,1,1.1866,0.8518,83.088
11.686,2.1686,1,1.1861,0.85599,83.292
11.746,2.1746,1,1.1856,0.86019,83.497
11.807,2.1807,1,1.1851,0.86433,83.698
11.867,2.1867,1,1.1845,0.86848,83.899
11.928,2.1928,1,1.1839,0.87257,84.098
11.988,2.1988,1,1.1833,0.87668,84.296
12.049,2.2049,1,1.1827,0.88073,84.491
12.109,2.2109,1,1.182,0.88478,84.686
12.17,2.217,1,1.1813,0.88879,84.879
12.23,2.223,1,1.1806,0.8928,85.071
12.291,2.2291,1,1.1798,0.89675,85.261
12.352,2.2352,1,1.1791,0.90071,85.45
12.412,2.2412,1,1.1783,0.90463,85.637
12.473,2.2473,1,1.1775,0.90854,85.824
12.533,2.2533,1,1.1766,0.9124,86.007
12.594,2.2594,1,1.1758,0.91627,86.191
12.654,2.2654,1,1.1749,0.92009,86.372
12.715,2.2715,1,1.174,0.92391,86.553
12.775,2.2775,1,1.173,0.92767,86.732
12.836,2.2836,1,1.1721,0.93144,86.91
12.896,2.2896,1,1.1711,0.93516,87.085
12.957,2.2957,1,1.1701,0.93889,87.261
13.018,2.3018,1,1.1691,0.94256,87.434
13.078,2.3078,1,1.1681,0.94623,87.606
13.139,2.3139,1,1.167,0.94986,87.776
13.199,2.3199,1,1.1659,0.95349,87.946
13.26,2.326,1,1.1648,0.95706,88.114
13.32,2.332,1,1.1637,0.96064,88.281
13.381,2.3381,1,1.1625,0.96417,88.446
13.441,2.3441,1,1.1614,0.9677,88.61
13.502,2.3502,1,1.1602,0.97118,88.772
