0,1,1,-9.5564e-09,-2.4729e-11,-3.9136e-07
0.070801,1.0007,1,0.0023014,5.9552e-06,0.087202
0.1416,1.0014,1,0.0045639,4.0187e-05,0.17403
0.2124,1.0021,1,0.006788,8.3293e-05,0.2598
0.2832,1.0028,1,0.0089741,0.000154,0.34521
0.354,1.0035,1,0.011123,0.00023547,0.42966
0.4248,1.0042,1,0.013235,0.00034385,0.51376
0.49561,1.005,1,0.01531,0.0004598,0.59683
0.56641,1.0057,1,0.017349,0.00060202,0.67956
0.63721,1.0064,1,0.019353,0.00075366,0.76135
0.70801,1.0071,1,0.021321,0.0009309,0.84281
0.77881,1.0078,1,0.023255,0.0011145,0.92326
0.84961,1.0085,1,0.025155,0.0013231,1.0034
0.92041,1.0092,1,0.027021,0.00154,1.0826
0.99121,1.0099,1,0.028854,0.0017812,1.1615
1.062,1.0106,1,0.030653,0.0020277,1.2394
1.1328,1.0113,1,0.032421,0.0022979,1.317
1.2036,1.012,1,0.034156,0.0025753,1.3937
1.2744,1.0127,1,0.03586,0.0028758,1.4702
1.3452,1.0135,1,0.037532,0.0031804,1.5456
1.416,1.0142,1,0.039174,0.0035077,1.6208
1.4868,1.0149,1,0.040785,0.003841,1.6951
1.5576,1.0156,1,0.042366,0.0041965,1.7691
1.6284,1.0163,1,0.043918,0.004555,1.8422
1.6992,1.017,1,0.04544,0.004935,1.915
1.77,1.0177,1,0.046934,0.0053201,1.9869
1.8408,1.0184,1,0.048399,0.0057262,2.0586
1.9116,1.0191,1,0.049836,0.0061343,2.1294
1.9824,1.0198,1,0.051245,0.006563,2.1999
2.0532,1.0205,1,0.052627,0.0069958,2.2696
2.124,1.0212,1,0.053982,0.0074486,2.339
2.1948,1.0219,1,0.05531,0.0079025,2.4076
2.2656,1.0227,1,0.056613,0.008376,2.4758
2.3364,1.0234,1,0.057889,0.0088527,2.5433
2.4072,1.0241,1,0.059139,0.0093484,2.6106
2.478,1.0248,1,0.060365,0.0098443,2.6769
2.5488,1.0255,1,0.061565,0.010359,2.7431
2.6196,1.0262,1,0.062741,0.010876,2.8084
2.6904,1.0269,1,0.063893,0.011411,2.8736
2.7612,1.0276,1,0.065021,0.011945,2.9378
2.832,1.0283,1,0.066125,0.012498,3.0019
2.9028,1.029,1,0.067206,0.013052,3.0652
2.9736,1.0297,1,0.068264,0.013623,3.1283
3.0444,1.0304,1,0.0693,0.014192,3.1905
3.1152,1.0312,1,0.070313,0.014779,3.2526
3.186,1.0319,1,0.071304,0.015366,3.3138
3.2568,1.0326,1,0.072274,0.01597,3.3749
3.3276,1.0333,1,0.073222,0.016572,3.4352
3.3984,1.034,1,0.074149,0.01719,3.4953
3.4692,1.0347,1,0.075055,0.017808,3.5546
3.54,1.0354,1,0.07594,0.018441,3.6138
3.6108,1.0361,1,0.076806,0.019072,3.6722
3.6816,1.0368,1,0.077651,0.019719,3.7304
3.7524,1.0375,1,0.078476,0.020364,3.7878
3.8232,1.0382,1,0.079283,0.021025,3.8452
3.894,1.0389,1,0.08007,0.021682,3.9017
3.9648,1.0396,1,0.080838,0.022354,3.958
4.0356,1.0404,1,0.081587,0.023024,4.0137
4.1064,1.0411,1,0.082318,0.023709,4.0692
4.1772,1.0418,1,0.083031,0.02439,4.1239
4.248,1.0425,1,0.083726,0.025085,4.1785
4.3188,1.0432,1,0.084404,0.025777,4.2324
4.3896,1.0439,1,0.085064,0.026484,4.2861
4.4604,1.0446,1,0.085707,0.027186,4.3391
4.5313,1.0453,1,0.086333,0.027901,4.392
4.6021,1.046,1,0.086943,0.028614,4.4441
4.6729,1.0467,1,0.087536,0.02934,4.4962
4.7437,1.0474,1,0.088113,0.03006,4.5475
4.8145,1.0481,1,0.088674,0.030794,4.5987
4.8853,1.0489,1,0.089219,0.031524,4.6492
4.9561,1.0496,1,0.089749,0.032267,4.6996
5.0269,1.0503,1,0.090264,0.033004,4.7493
5.0977,1.051,1,0.090764,0.033754,4.7989
5.1685,1.0517,1,0.091248,0.0345,4.8478
5.2393,1.0524,1,0.091719,0.035257,4.8966
5.3101,1.0531,1,0.092174,0.036009,4.9447
5.3809,1.0538,1,0.092616,0.036772,4.9927
5.4517,1.0545,1,0.093044,0.037532,5.0401
5.5225,1.0552,1,0.093458,0.038302,5.0874
5.5933,1.0559,1,0.093858,0.039066,5.134
5.6641,1.0566,1,0.094245,0.039842,5.1805
5.7349,1.0573,1,0.094619,0.040612,5.2263
5.8057,1.0581,1,0.09498,0.041394,5.2721
5.8765,1.0588,1,0.095328,0.042169,5.3172
5.9473,1.0595,1,0.095664,0.042954,5.3622
6.0181,1.0602,1,0.095987,0.043735,5.4067
6.0889,1.0609,1,0.096298,0.044526,5.451
6.1597,1.0616,1,0.096596,0.045309,5.4947
6.2305,1.0623,1,0.096884,0.046103,5.5383
6.3013,1.063,1,0.097159,0.046892,5.5813
6.3721,1.0637,1,0.097423,0.04769,5.6242
6.4429,1.0644,1,0.097675,0.048481,5.6665
6.5137,1.0651,1,0.097917,0.049281,5.7087
6.5845,1.0658,1,0.098147,0.050076,5.7503
6.6553,1.0666,1,0.098367,0.050881,5.7919
6.7261,1.0673,1,0.098576,0.051677,5.8328
6.7969,1.068,1,0.098775,0.052483,5.8737
6.8677,1.0687,1,0.098963,0.053283,5.914
6.9385,1.0694,1,0.099141,0.054092,5.9543
