8.00000000e+00
1.18624269e+01	1.18597323e+01	1.18516624e+01	1.18382527e+01	1.18195641e+01	1.17956788e+01	1.17667054e+01	1.17327669e+01	1.16940126e+01	1.16506123e+01	1.16027480e+01	1.15506209e+01	1.14944481e+01	1.14344552e+01	1.13708822e+01	1.13039796e+01	1.12339972e+01	1.11611983e+01	1.10858436e+01	1.10081951e+01	1.09285194e+01	1.08470722e+01	1.07641113e+01	1.06798901e+01	1.05946467e+01	1.05086146e+01	1.04220223e+01	1.03350804e+01	1.02479887e+01	1.01609379e+01	1.00741002e+01	9.98763502e+00	9.90169387e+00	9.81641007e+00	9.73189900e+00	9.64826646e+00	9.56560359e+00	9.48398708e+00	9.40348303e+00	9.32414029e+00	9.24599945e+00	9.16908601e+00	9.09341889e+00	9.01900617e+00	8.94584456e+00	8.87392294e+00	8.80322438e+00	8.73372604e+00	8.66539674e+00	8.59820271e+00	8.53210512e+00	8.46706163e+00	8.40302725e+00	8.33995595e+00	8.27779873e+00	8.21650531e+00	8.15602493e+00	8.09630675e+00	8.03730095e+00	7.97895777e+00	7.92122885e+00	7.86406735e+00	7.80742860e+00	7.75126914e+00	7.69554717e+00	7.64022337e+00	7.58526013e+00	7.53062182e+00	7.47627486e+00	7.42218825e+00	7.36833314e+00	7.31468256e+00	7.26121122e+00	7.20789559e+00	7.15471386e+00	7.10164594e+00	7.04867340e+00	6.99577926e+00	6.94294778e+00	6.89016460e+00	6.83741680e+00	6.78469286e+00	6.73198224e+00	6.67927500e+00	6.62656157e+00	6.57383264e+00	6.52107899e+00	6.46829134e+00	6.41546005e+00	6.36257495e+00	6.30962504e+00	6.25659828e+00	6.20348096e+00	6.15025687e+00	6.09690627e+00	6.04340457e+00	5.98972056e+00	5.93581409e+00	5.88163311e+00	5.82710968e+00	5.77215429e+00	5.71664776e+00	5.66042946e+00	5.60327929e+00	5.54489048e+00	5.48482695e+00	5.42245673e+00	5.35684247e+00	5.28656091e+00	5.20938620e+00	5.12173456e+00	5.01760599e+00	4.88662088e+00	4.70999717e+00	4.45296195e+00	4.04990170e+00	3.38567450e+00	2.31275773e+00	9.22333151e-01	7.21507658e-02	1.91511479e-05	2.39865262e-20	2.06571717e-22	1.06215522e-24	3.05905076e-26	5.55468255e-27	1.72794058e-27	7.83244687e-28	5.83741893e-28	
1.18107525e+01	1.18080688e+01	1.18000139e+01	1.17866255e+01	1.17679665e+01	1.17441223e+01	1.17151969e+01	1.16813195e+01	1.16426375e+01	1.15993166e+01	1.15515389e+01	1.14995093e+01	1.14434405e+01	1.13835586e+01	1.13201029e+01	1.12533227e+01	1.11834736e+01	1.11108125e+01	1.10356029e+01	1.09581057e+01	1.08785891e+01	1.07973062e+01	1.07145154e+01	1.06304645e+01	1.05453980e+01	1.04595462e+01	1.03731369e+01	1.02863821e+01	1.01994800e+01	1.01126206e+01	1.00259776e+01	9.93971103e+00	9.85397177e+00	9.76889080e+00	9.68458623e+00	9.60116218e+00	9.51870886e+00	9.43730324e+00	9.35700989e+00	9.27787821e+00	9.19995021e+00	9.12325011e+00	9.04779646e+00	8.97359754e+00	8.90065158e+00	8.82894741e+00	8.75846915e+00	8.68919252e+00	8.62108666e+00	8.55411701e+00	8.48824433e+00	8.42342559e+00	8.35961485e+00	8.29676562e+00	8.23482984e+00	8.17375962e+00	8.11350558e+00	8.05401693e+00	7.99524266e+00	7.93713212e+00	7.87963619e+00	7.82270768e+00	7.76630210e+00	7.71037642e+00	7.65488952e+00	7.59980252e+00	7.54507819e+00	7.49068090e+00	7.43657660e+00	7.38273348e+00	7.32912213e+00	7.27571528e+00	7.22248751e+00	7.16941528e+00	7.11647721e+00	7.06365408e+00	7.01092825e+00	6.95828319e+00	6.90570341e+00	6.85317448e+00	6.80068310e+00	6.74821692e+00	6.69576451e+00	6.64331525e+00	6.59085921e+00	6.53838706e+00	6.48588990e+00	6.43335906e+00	6.38078569e+00	6.32816037e+00	6.27547263e+00	6.22271065e+00	6.16986052e+00	6.11690557e+00	6.06382552e+00	6.01059533e+00	5.95718355e+00	5.90355016e+00	5.84964360e+00	5.79539672e+00	5.74072091e+00	5.68549785e+00	5.62956758e+00	5.57271041e+00	5.51461984e+00	5.45486041e+00	5.39280164e+00	5.32750918e+00	5.25756509e+00	5.18075231e+00	5.09350046e+00	4.98983018e+00	4.85939317e+00	4.68346181e+00	4.42735584e+00	4.02565393e+00	3.36359976e+00	2.29464115e+00	9.11736028e-01	7.04939983e-02	1.79210589e-05	8.79798417e-19	8.04242385e-23	1.04682850e-24	3.02257493e-26	5.52542601e-27	1.72111635e-27	7.81509056e-28	0.00000000e+00	
1.16572108e+01	1.16545294e+01	1.16465153e+01	1.16332032e+01	1.16146498e+01	1.15909376e+01	1.15621717e+01	1.15284774e+01	1.14900003e+01	1.14469109e+01	1.13993917e+01	1.13476436e+01	1.12918803e+01	1.12323290e+01	1.11692291e+01	1.11028259e+01	1.10333738e+01	1.09611271e+01	1.08863493e+01	1.08093028e+01	1.07302491e+01	1.06494456e+01	1.05671526e+01	1.04836126e+01	1.03990680e+01	1.03137551e+01	1.02278929e+01	1.01416964e+01	1.00553632e+01	9.96907972e+00	9.88302186e+00	9.79735063e+00	9.71220978e+00	9.62773234e+00	9.54403876e+00	9.46123083e+00	9.37940046e+00	9.29862131e+00	9.21895859e+00	9.14046177e+00	9.06317003e+00	8.98711155e+00	8.91230032e+00	8.83874506e+00	8.76644421e+00	8.69538688e+00	8.62555861e+00	8.55693346e+00	8.48948259e+00	8.42317157e+00	8.35796133e+00	8.29380908e+00	8.23066875e+00	8.16849333e+00	8.10723334e+00	8.04684001e+00	7.98726309e+00	7.92845203e+00	7.87035609e+00	7.81292639e+00	7.75611512e+00	7.69987595e+00	7.64416419e+00	7.58893667e+00	7.53415185e+00	7.47976966e+00	7.42575212e+00	7.37206378e+00	7.31867109e+00	7.26554261e+00	7.21264929e+00	7.15996465e+00	7.10746404e+00	7.05512424e+00	7.00292356e+00	6.95084207e+00	6.89886122e+00	6.84696354e+00	6.79513280e+00	6.74335426e+00	6.69161468e+00	6.63990209e+00	6.58820560e+00	6.53651531e+00	6.48482209e+00	6.43311724e+00	6.38139208e+00	6.32963778e+00	6.27784498e+00	6.22600371e+00	6.17410291e+00	6.12213026e+00	6.07007161e+00	6.01791030e+00	5.96562634e+00	5.91319521e+00	5.86058620e+00	5.80776013e+00	5.75466638e+00	5.70123884e+00	5.64739017e+00	5.59300362e+00	5.53792119e+00	5.48192574e+00	5.42471425e+00	5.36585604e+00	5.30472727e+00	5.24040325e+00	5.17148045e+00	5.09576401e+00	5.00971789e+00	4.90741937e+00	4.77861127e+00	4.60473007e+00	4.35137594e+00	3.95370672e+00	3.29812400e+00	2.24098306e+00	8.80516521e-01	6.57132314e-02	1.46549531e-05	9.76769157e-19	4.35594731e-22	1.00214882e-24	2.91690892e-26	5.43872053e-27	1.70086675e-27	7.76361944e-28	0.00000000e+00	
1.14061962e+01	1.14035483e+01	1.13956061e+01	1.13824067e+01	1.13640109e+01	1.13405035e+01	1.13119877e+01	1.12785900e+01	1.12404574e+01	1.11977561e+01	1.11506667e+01	1.10993901e+01	1.10441368e+01	1.09851331e+01	1.09226172e+01	1.08568286e+01	1.07880251e+01	1.07164583e+01	1.06423920e+01	1.05660893e+01	1.04878047e+01	1.04077990e+01	1.03263241e+01	1.02436279e+01	1.01599477e+01	1.00755192e+01	9.99055775e+00	9.90527789e+00	9.81987791e+00	9.73454278e+00	9.64944674e+00	9.56474610e+00	9.48059145e+00	9.39711056e+00	9.31442299e+00	9.23262853e+00	9.15181690e+00	9.07206571e+00	8.99343434e+00	8.91597474e+00	8.83972441e+00	8.76471269e+00	8.69095533e+00	8.61845818e+00	8.54722091e+00	8.47723195e+00	8.40847472e+00	8.34092409e+00	8.27454998e+00	8.20931898e+00	8.14519219e+00	8.08212809e+00	8.02008227e+00	7.95900681e+00	7.89885125e+00	7.83956432e+00	7.78109553e+00	7.72339447e+00	7.66641277e+00	7.61010282e+00	7.55441786e+00	7.49931127e+00	7.44473728e+00	7.39065226e+00	7.33701457e+00	7.28378448e+00	7.23092414e+00	7.17839802e+00	7.12617324e+00	7.07421875e+00	7.02250520e+00	6.97100528e+00	6.91969384e+00	6.86854758e+00	6.81754472e+00	6.76666520e+00	6.71589080e+00	6.66520489e+00	6.61459212e+00	6.56403836e+00	6.51353064e+00	6.46305692e+00	6.41260589e+00	6.36216691e+00	6.31172990e+00	6.26128531e+00	6.21082385e+00	6.16033642e+00	6.10981384e+00	6.05924659e+00	6.00862442e+00	5.95793588e+00	5.90716763e+00	5.85630370e+00	5.80532456e+00	5.75420589e+00	5.70291715e+00	5.65141931e+00	5.59966222e+00	5.54758058e+00	5.49508850e+00	5.44207144e+00	5.38837435e+00	5.33378428e+00	5.27800400e+00	5.22061096e+00	5.16099276e+00	5.09824159e+00	5.03097879e+00	4.95704749e+00	4.87296972e+00	4.77291715e+00	4.64678307e+00	4.47627430e+00	4.22745190e+00	3.83642824e+00	3.19151808e+00	2.15388995e+00	8.30384711e-01	5.83510681e-02	1.04079368e-05	-4.99702267e-21	5.38092264e-22	9.31843303e-25	2.75273819e-26	5.29768479e-27	1.66785259e-27	7.67975232e-28	0.00000000e+00	
1.10647840e+01	1.10621685e+01	1.10543232e+01	1.10412844e+01	1.10231155e+01	1.09998956e+01	1.09717310e+01	1.09387461e+01	1.09010854e+01	1.08589151e+01	1.08124129e+01	1.07617817e+01	1.07072294e+01	1.06489774e+01	1.05872584e+01	1.05223229e+01	1.04544128e+01	1.03837889e+01	1.03107054e+01	1.02354183e+01	1.01581934e+01	1.00792805e+01	9.99893359e+00	9.91739253e+00	9.83490028e+00	9.75168733e+00	9.66796773e+00	9.58395388e+00	9.49983952e+00	9.41580794e+00	9.33203157e+00	9.24866996e+00	9.16586578e+00	9.08374643e+00	9.00243034e+00	8.92201975e+00	8.84260490e+00	8.76425742e+00	8.68704070e+00	8.61100539e+00	8.53618816e+00	8.46261410e+00	8.39030002e+00	8.31925076e+00	8.24946659e+00	8.18093602e+00	8.11364185e+00	8.04755991e+00	7.98266035e+00	7.91890885e+00	7.85626623e+00	7.79469067e+00	7.73413540e+00	7.67455231e+00	7.61589237e+00	7.55810693e+00	7.50114594e+00	7.44496030e+00	7.38950218e+00	7.33472359e+00	7.28057668e+00	7.22701425e+00	7.17399022e+00	7.12146046e+00	7.06938385e+00	7.01772112e+00	6.96643504e+00	6.91549045e+00	6.86485469e+00	6.81449713e+00	6.76438847e+00	6.71450089e+00	6.66480863e+00	6.61528813e+00	6.56591770e+00	6.51667740e+00	6.46754913e+00	6.41851653e+00	6.36956455e+00	6.32067908e+00	6.27184683e+00	6.22305545e+00	6.17429343e+00	6.12554995e+00	6.07681480e+00	6.02807846e+00	5.97933196e+00	5.93056668e+00	5.88177394e+00	5.83294454e+00	5.78406835e+00	5.73513378e+00	5.68612717e+00	5.63703220e+00	5.58782914e+00	5.53849371e+00	5.48899582e+00	5.43929759e+00	5.38935067e+00	5.33909214e+00	5.28843909e+00	5.23728050e+00	5.18546567e+00	5.13278710e+00	5.07895489e+00	5.02355685e+00	4.96599573e+00	4.90538650e+00	4.84038454e+00	4.76888537e+00	4.68749091e+00	4.59050280e+00	4.46802063e+00	4.30212312e+00	4.05950736e+00	3.67760678e+00	3.04739239e+00	2.03670497e+00	7.64045962e-01	4.92191201e-02	6.35060725e-06	-1.65187149e-19	8.07620435e-23	8.41556429e-25	2.54597266e-26	5.10735742e-27	1.62311598e-27	7.56638767e-28	0.00000000e+00	
1.06424170e+01	1.06398153e+01	1.06320904e+01	1.06192674e+01	1.06013970e+01	1.05785559e+01	1.05508449e+01	1.05183840e+01	1.04813194e+01	1.04398118e+01	1.03940468e+01	1.03442192e+01	1.02905376e+01	1.02332269e+01	1.01725147e+01	1.01086472e+01	1.00418683e+01	9.97242603e+00	9.90057638e+00	9.82657948e+00	9.75068099e+00	9.67314388e+00	9.59420844e+00	9.51412209e+00	9.43311718e+00	9.35142245e+00	9.26925384e+00	9.18681860e+00	9.10431062e+00	9.02191037e+00	8.93978749e+00	8.85810213e+00	8.77698820e+00	8.69657761e+00	8.61698643e+00	8.53831451e+00	8.46064752e+00	8.38406174e+00	8.30861352e+00	8.23435554e+00	8.16132392e+00	8.08954135e+00	8.01902736e+00	7.94978578e+00	7.88181441e+00	7.81510189e+00	7.74962865e+00	7.68537247e+00	7.62230314e+00	7.56038589e+00	7.49958247e+00	7.43985029e+00	7.38114589e+00	7.32342340e+00	7.26663424e+00	7.21072748e+00	7.15565151e+00	7.10135601e+00	7.04779184e+00	6.99491096e+00	6.94266600e+00	6.89101129e+00	6.83990291e+00	6.78929877e+00	6.73915739e+00	6.68943884e+00	6.64010550e+00	6.59112203e+00	6.54245535e+00	6.49407451e+00	6.44595064e+00	6.39805678e+00	6.35036765e+00	6.30285968e+00	6.25551108e+00	6.20830165e+00	6.16121271e+00	6.11422718e+00	6.06732966e+00	6.02050622e+00	5.97374405e+00	5.92703127e+00	5.88035685e+00	5.83371032e+00	5.78708164e+00	5.74046101e+00	5.69383901e+00	5.64720644e+00	5.60055428e+00	5.55387324e+00	5.50715339e+00	5.46038359e+00	5.41355088e+00	5.36663958e+00	5.31963042e+00	5.27249947e+00	5.22521693e+00	5.17774548e+00	5.13003783e+00	5.08203312e+00	5.03365167e+00	4.98478716e+00	4.93529530e+00	4.88497676e+00	4.83355202e+00	4.78062269e+00	4.72561044e+00	4.66765777e+00	4.60546127e+00	4.53698050e+00	4.45891615e+00	4.36573262e+00	4.24778913e+00	4.08763334e+00	3.85276677e+00	3.48229508e+00	2.87056549e+00	1.89387361e+00	6.85036529e-01	3.92764874e-02	3.27610975e-06	-5.14775924e-19	2.84992710e-23	7.38103216e-25	2.31520732e-26	4.87431094e-27	1.56805557e-27	7.42724552e-28	0.00000000e+00	
1.01504933e+01	1.01479515e+01	1.01403735e+01	1.01277855e+01	1.01102458e+01	1.00878297e+01	1.00606368e+01	1.00287907e+01	9.99243401e+00	9.95172373e+00	9.90684597e+00	9.85798416e+00	9.80535229e+00	9.74916512e+00	9.68965180e+00	9.62705386e+00	9.56160972e+00	9.49357088e+00	9.42318634e+00	9.35071372e+00	9.27639595e+00	9.20048847e+00	9.12323731e+00	9.04487691e+00	8.96564334e+00	8.88575393e+00	8.80542626e+00	8.72486570e+00	8.64425747e+00	8.56378764e+00	8.48361925e+00	8.40390525e+00	8.32478826e+00	8.24639868e+00	8.16884193e+00	8.09221981e+00	8.01661771e+00	7.94210467e+00	7.86874313e+00	7.79657917e+00	7.72564666e+00	7.65597262e+00	7.58757331e+00	7.52045433e+00	7.45461122e+00	7.39003438e+00	7.32670533e+00	7.26459987e+00	7.20368710e+00	7.14393137e+00	7.08529338e+00	7.02773087e+00	6.97119893e+00	6.91565136e+00	6.86104128e+00	6.80732065e+00	6.75444053e+00	6.70235133e+00	6.65100296e+00	6.60034644e+00	6.55033332e+00	6.50091690e+00	6.45205298e+00	6.40369966e+00	6.35581645e+00	6.30836426e+00	6.26130616e+00	6.21460766e+00	6.16823595e+00	6.12215994e+00	6.07635068e+00	6.03078153e+00	5.98542755e+00	5.94026515e+00	5.89527226e+00	5.85042858e+00	5.80571545e+00	5.76111571e+00	5.71661372e+00	5.67219538e+00	5.62784782e+00	5.58355925e+00	5.53931884e+00	5.49511640e+00	5.45094206e+00	5.40678599e+00	5.36263855e+00	5.31849026e+00	5.27433154e+00	5.23015240e+00	5.18594226e+00	5.14168983e+00	5.09738253e+00	5.05300565e+00	5.00854153e+00	4.96396828e+00	4.91925848e+00	4.87437702e+00	4.82927861e+00	4.78390423e+00	4.73817622e+00	4.69199101e+00	4.64520875e+00	4.59763741e+00	4.54900898e+00	4.49894240e+00	4.44688445e+00	4.39201378e+00	4.33307850e+00	4.26811542e+00	4.19394180e+00	4.10521303e+00	3.99259619e+00	3.83919738e+00	3.61347848e+00	3.25654629e+00	2.66680552e+00	1.73069926e+00	5.97471874e-01	2.94849468e-02	1.39739562e-06	-2.21755944e-19	1.94515355e-23	6.28632692e-25	2.07872613e-26	4.60625933e-27	1.50431352e-27	7.26699802e-28	0.00000000e+00	
9.60174816e+00	9.59928581e+00	9.59187743e+00	9.57956264e+00	9.56240193e+00	9.54047336e+00	9.51387855e+00	9.48273891e+00	9.44719381e+00	9.40739927e+00	9.36353248e+00	9.31577870e+00	9.26434362e+00	9.20944189e+00	9.15130053e+00	9.09015176e+00	9.02623871e+00	8.95980313e+00	8.89109353e+00	8.82036009e+00	8.74784608e+00	8.67380103e+00	8.59846561e+00	8.52207123e+00	8.44484655e+00	8.36701594e+00	8.28878978e+00	8.21036412e+00	8.13192652e+00	8.05365714e+00	7.97571882e+00	7.89826011e+00	7.82141786e+00	7.74531812e+00	7.67006819e+00	7.59576623e+00	7.52249986e+00	7.45033532e+00	7.37933450e+00	7.30954221e+00	7.24099125e+00	7.17370683e+00	7.10770097e+00	7.04297960e+00	6.97953878e+00	6.91736782e+00	6.85645042e+00	6.79676067e+00	6.73827080e+00	6.68094435e+00	6.62474306e+00	6.56962360e+00	6.51553988e+00	6.46244509e+00	6.41029074e+00	6.35902869e+00	6.30861241e+00	6.25899348e+00	6.21012262e+00	6.16195104e+00	6.11443155e+00	6.06751790e+00	6.02116543e+00	5.97533153e+00	5.92997616e+00	5.88506111e+00	5.84054986e+00	5.79640824e+00	5.75260391e+00	5.70910613e+00	5.66588563e+00	5.62291513e+00	5.58016952e+00	5.53762555e+00	5.49526151e+00	5.45305735e+00	5.41099473e+00	5.36905691e+00	5.32722825e+00	5.28549410e+00	5.24384096e+00	5.20225654e+00	5.16072955e+00	5.11924951e+00	5.07780659e+00	5.03639160e+00	4.99499582e+00	4.95361052e+00	4.91222652e+00	4.87083400e+00	4.82942234e+00	4.78797981e+00	4.74649323e+00	4.70494750e+00	4.66332501e+00	4.62160465e+00	4.57976038e+00	4.53775935e+00	4.49555926e+00	4.45310482e+00	4.41032276e+00	4.36711496e+00	4.32334841e+00	4.27884034e+00	4.23333567e+00	4.18647155e+00	4.13772096e+00	4.08630071e+00	4.03101536e+00	3.96998809e+00	3.90016871e+00	3.81643141e+00	3.70979611e+00	3.56400965e+00	3.34864077e+00	3.00710223e+00	2.44251593e+00	1.55302894e+00	5.05760504e-01	2.06661259e-02	4.78224865e-07	2.13682741e-19	3.80519440e-23	5.19846254e-25	1.85148604e-26	4.31158990e-27	1.43370980e-27	7.09098444e-28	0.00000000e+00	
9.00985669e+00	9.00743892e+00	9.00021275e+00	8.98821172e+00	8.97148767e+00	8.95012139e+00	8.92420375e+00	8.89385724e+00	8.85921830e+00	8.82044193e+00	8.77769574e+00	8.73117101e+00	8.68106539e+00	8.62758934e+00	8.57097206e+00	8.51143545e+00	8.44922233e+00	8.38456749e+00	8.31771801e+00	8.24891507e+00	8.17840453e+00	8.10642536e+00	8.03320814e+00	7.95899199e+00	7.88399755e+00	7.80843968e+00	7.73252802e+00	7.65645764e+00	7.58041590e+00	7.50457133e+00	7.42908757e+00	7.35411133e+00	7.27977821e+00	7.20620400e+00	7.13349938e+00	7.06175874e+00	6.99106321e+00	6.92148340e+00	6.85307234e+00	6.78587862e+00	6.71993424e+00	6.65526394e+00	6.59187887e+00	6.52978261e+00	6.46897357e+00	6.40943849e+00	6.35116019e+00	6.29411464e+00	6.23827103e+00	6.18359428e+00	6.13004541e+00	6.07758147e+00	6.02615714e+00	5.97572651e+00	5.92624092e+00	5.87765284e+00	5.82991497e+00	5.78297961e+00	5.73679905e+00	5.69132545e+00	5.64651113e+00	5.60231053e+00	5.55867989e+00	5.51557692e+00	5.47296098e+00	5.43079392e+00	5.38904006e+00	5.34766534e+00	5.30663750e+00	5.26592612e+00	5.22550259e+00	5.18533968e+00	5.14541175e+00	5.10569516e+00	5.06616834e+00	5.02681154e+00	4.98760658e+00	4.94853693e+00	4.90958765e+00	4.87074513e+00	4.83199660e+00	4.79332984e+00	4.75473304e+00	4.71619482e+00	4.67770423e+00	4.63925093e+00	4.60082509e+00	4.56241740e+00	4.52401888e+00	4.48562074e+00	4.44721389e+00	4.40878837e+00	4.37033261e+00	4.33183285e+00	4.29327229e+00	4.25463012e+00	4.21588030e+00	4.17699018e+00	4.13791843e+00	4.09861203e+00	4.05900184e+00	4.01899608e+00	3.97847065e+00	3.93725464e+00	3.89510833e+00	3.85168974e+00	3.80650062e+00	3.75879934e+00	3.70745198e+00	3.65067680e+00	3.58557091e+00	3.50725137e+00	3.40713076e+00	3.26966591e+00	3.06566435e+00	2.74111596e+00	2.20447863e+00	1.36701381e+00	4.14310389e-01	1.33912751e-02	1.26161867e-07	-1.86182164e-19	1.45443675e-23	4.17332076e-25	1.64274188e-26	3.99902428e-27	1.35816618e-27	6.90488217e-28	0.00000000e+00	
8.38877288e+00	8.38642018e+00	8.37939746e+00	8.36773095e+00	8.35147513e+00	8.33070474e+00	8.30551341e+00	8.27602251e+00	8.24236315e+00	8.20468371e+00	8.16315986e+00	8.11796987e+00	8.06931040e+00	8.01739250e+00	7.96243184e+00	7.90464963e+00	7.84428252e+00	7.78156249e+00	7.71672795e+00	7.65002151e+00	7.58167761e+00	7.51193155e+00	7.44101829e+00	7.36916412e+00	7.29658329e+00	7.22349209e+00	7.15008983e+00	7.07656861e+00	7.00311008e+00	6.92988325e+00	6.85704384e+00	6.78473909e+00	6.71309887e+00	6.64223985e+00	6.57226822e+00	6.50327709e+00	6.43534428e+00	6.36853383e+00	6.30290277e+00	6.23849534e+00	6.17534239e+00	6.11346672e+00	6.05288144e+00	5.99358898e+00	5.93558798e+00	5.87886490e+00	5.82339981e+00	5.76916681e+00	5.71613579e+00	5.66427104e+00	5.61353482e+00	5.56388486e+00	5.51527800e+00	5.46766888e+00	5.42101091e+00	5.37525705e+00	5.33035955e+00	5.28626868e+00	5.24293522e+00	5.20031096e+00	5.15835063e+00	5.11701010e+00	5.07624660e+00	5.03601884e+00	4.99628750e+00	4.95701517e+00	4.91816517e+00	4.87970268e+00	4.84159542e+00	4.80381345e+00	4.76632847e+00	4.72911374e+00	4.69214456e+00	4.65539816e+00	4.61885318e+00	4.58248960e+00	4.54628901e+00	4.51023453e+00	4.47431053e+00	4.43850264e+00	4.40279784e+00	4.36718427e+00	4.33165088e+00	4.29618706e+00	4.26078270e+00	4.22542805e+00	4.19011356e+00	4.15482981e+00	4.11956743e+00	4.08431704e+00	4.04906889e+00	4.01381253e+00	3.97853638e+00	3.94322715e+00	3.90786903e+00	3.87244266e+00	3.83692392e+00	3.80128253e+00	3.76548002e+00	3.72946683e+00	3.69317820e+00	3.65652813e+00	3.61940040e+00	3.58163512e+00	3.54300817e+00	3.50319953e+00	3.46174229e+00	3.41794048e+00	3.37072731e+00	3.31842390e+00	3.25828582e+00	3.18569117e+00	3.09247855e+00	2.96387513e+00	2.77204546e+00	2.46579597e+00	1.95950630e+00	1.17875306e+00	3.27210834e-01	7.91952002e-03	2.43357893e-08	-2.46973553e-20	1.13789909e-23	3.25202752e-25	1.45536459e-26	3.67699924e-27	1.27958114e-27	6.71490394e-28	0.00000000e+00	
